Player,gp,goals,assists,points,plusminus,PIM,pointShares,evenStrengthG,powerPlayG,shortHandG,gameWinningG,evenStrengthA,powerPlayA,shortHandA,shots,TOI,blocks,hits,foWins,foLosses,CorsiFor,CorsiAgainst,FenwickFor,FenwickAgainst,oiSHperc,oiSVperc,oZSperc,dZSperc,takeaways,giveaways,shotAttempts,thruperc,shotPerc,averageTOI,foPerc,CorsiPerc,FenwickPerc,PDO
Kris Versteeg\verstkr01,643,149,209,358,9,374,37.8,102,38,9,20,140,65,4,1357,10433,244,286,465,550,8144,7258,6019,5467,7.8,90.9090909090909,57.38181818181818,42.61818181818182,393,262,2374,58.13636363636364,0.10980103168754606,16.225505443234837,0.458128078817734,0.5287624983768342,0.5240292530036567,98.7090909090909
Kristian Huselius\huselkr01,429,137,195,332,0,198,35.9,87,47,3,23,108,85,2,1009,7476,47,49,18,45,3584,3091,2687,2435,5.1571428571428575,63.199999999999996,40.9,30.52857142857143,166,134,1140,38.08571428571429,0.13577799801783944,17.426573426573427,0.2857142857142857,0.5369288389513108,0.524599765716517,68.35714285714285
Kristian Vesalainen\vesalkr01,5,0,1,1,0,0,0,0,0,0,0,1,0,0,1,34,1,1,0,0,34,36,21,28,6.3,94.1,60,40,0,2,2,50,0,6.8,NaN,0.4857142857142857,0.42857142857142855,100.39999999999999
Krys Barch\barchkr01,381,12,23,35,-16,812,0.19999999999999996,12,0,0,3,23,0,0,154,2431,54,524,8,18,1531,1901,1147,1460,5.9125,81.3125,49.8125,37.6875,42,54,236,51.875,0.07792207792207792,6.380577427821522,0.3076923076923077,0.4460955710955711,0.43996931338703493,87.225
Krys Kolanos\kolankr01,49,5,5,10,3,22,1,3,2,0,0,4,1,0,81,500,3,50,76,69,250,272,186,217,4.199999999999999,63.86666666666667,38.300000000000004,28.366666666666664,6,8,93,42.300000000000004,0.06172839506172839,10.204081632653061,0.5241379310344828,0.4789272030651341,0.46153846153846156,68.06666666666666
Krzysztof Oliwa\oliwakr01,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.333333333333333,NaN,NaN,NaN,0
Kurt Sauer\sauerku01,208,3,21,24,19,125,8,3,0,0,0,19,0,2,111,3782,180,139,0,1,1368,1893,1057,1366,6.78,57.2,20.3,39.7,34,41,161,35.54,0.02702702702702703,18.182692307692307,0,0.41950321987120515,0.4362360709863805,63.980000000000004
Kurtis Foster\fosteku01,400,42,117,159,-29,308,27.8,22,20,0,5,42,75,0,840,6834,240,277,2,1,3198,3418,2400,2631,7.675,68.8875,38.5625,36.4375,50,109,1167,34.5125,0.05,17.085,0.6666666666666666,0.4833736396614268,0.4770423375074538,76.5625
Kurtis Gabriel\gabriku01,38,2,3,5,1,98,0.4,2,0,0,1,3,0,0,11,251,9,108,0,0,150,272,118,208,13.133333333333333,96.5,50.06666666666666,49.93333333333334,3,7,20,67.93333333333334,0.18181818181818182,6.605263157894737,NaN,0.35545023696682465,0.3619631901840491,109.63333333333333
Kurtis MacDermid\macdeku01,90,4,9,13,-14,115,2.2,4,0,0,0,8,0,1,75,1115,74,198,0,0,837,908,611,707,7.666666666666667,89.7,57.03333333333333,42.96666666666667,8,61,168,40.266666666666666,0.05333333333333334,12.38888888888889,NaN,0.4796561604584527,0.4635811836115326,97.36666666666667
Kurtis McLean\mcleaku01,4,1,0,1,1,0,0.2,1,0,0,1,0,0,0,5,42,0,7,0,1,39,39,23,30,5.6,100,53.6,46.4,1,1,9,55.6,0.2,10.5,0,0.5,0.4339622641509434,105.6
Kyle Baun\baunky01,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,5,56,0,15,0,0,42,45,29,35,0,89,75.7,24.3,1,0,9,75,0,11.2,NaN,0.4827586206896552,0.453125,89
Kyle Brodziak\brodzky01,917,129,167,296,-52,462,23.3,109,9,11,22,145,14,8,1248,12934,561,766,5171,5198,8426,9957,6286,7239,7.014285714285714,78.37857142857143,30.34285714285714,55.371428571428574,464,255,2165,48.83571428571428,0.10336538461538461,14.104689203925846,0.49869804224129616,0.4583582657890442,0.46476894639556376,85.39285714285715
Kyle Calder\caldeky01,310,55,88,143,-48,177,10.5,37,14,4,9,68,20,0,496,4681,24,98,9,16,1487,1471,1124,1134,3.64,54.46,32.76,27.240000000000002,37,74,310,36.66,0.11088709677419355,15.1,0.36,0.5027045300878973,0.4977856510186005,58.1
Kyle Capobianco\capobky01,12,1,0,1,-4,2,0.09999999999999998,1,0,0,0,0,0,0,11,179,13,19,0,0,135,149,89,110,10.833333333333334,87.3,52.733333333333334,47.3,2,5,23,28.633333333333333,0.09090909090909091,14.916666666666666,NaN,0.4753521126760563,0.4472361809045226,98.13333333333333
Kyle Chipchura\chipcky01,482,31,73,104,-45,376,4.2,29,1,1,2,70,1,2,372,5148,131,569,1732,1786,4081,4460,3005,3403,6.655555555555555,92.07777777777777,46.83333333333333,53.16666666666667,181,113,639,57.01111111111111,0.08333333333333333,10.680497925311203,0.4923251847640705,0.47781290247043673,0.4689450686641698,98.73333333333332
Kyle Clifford\cliffky01,676,61,71,132,-13,842,9.9,60,1,0,6,71,0,0,900,6934,130,1492,33,56,6083,5423,4515,4070,6.55,92.51,53.03,46.97,111,139,1534,58.13,0.06777777777777778,10.257396449704142,0.3707865168539326,0.52868068833652,0.5259172976121141,99.06
Kyle Connor\connoky01,249,105,96,201,-2,72,22.7,76,27,2,20,73,22,1,682,4605,72,46,13,22,3401,3509,2578,2692,10.05,89.725,56.275,43.725,149,111,1053,63.475,0.15395894428152493,18.49397590361446,0.37142857142857144,0.4921852387843705,0.48918406072106263,99.77499999999999
Kyle Criscuolo\criscky01,9,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,5,72,3,13,19,22,55,62,44,43,0,88.2,38.1,61.9,3,2,8,62.5,0,8,0.4634146341463415,0.4700854700854701,0.5057471264367817,88.2
Kyle Cumiskey\cumisky01,139,9,26,35,-9,48,5.7,7,2,0,1,20,6,0,129,2288,171,68,0,0,1539,1594,1202,1200,6.1,74.05,49.45,33.88333333333333,88,55,245,40.53333333333333,0.06976744186046512,16.46043165467626,NaN,0.4912224704755825,0.5004163197335554,80.14999999999999
Kyle Greentree\greenky01,4,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,6,37,2,3,0,0,38,37,29,27,0,89.9,45,55,1,1,12,51.45,0,9.25,NaN,0.5066666666666667,0.5178571428571429,89.9
Kyle McLaren\mclarky01,205,10,41,51,19,211,13.5,9,1,0,1,34,7,0,149,4316,75,127,0,0,825,752,630,568,2.8000000000000003,30.2,16.733333333333334,16.599999999999998,11,29,96,13.533333333333333,0.06711409395973154,21.053658536585367,NaN,0.523145212428662,0.5258764607679466,33
Kyle Okposo\okposky01,800,196,310,506,-113,443,49.1,140,56,0,30,201,106,3,1892,14086,345,712,624,657,10716,10766,7843,7929,8.330769230769231,90.63076923076923,50.58461538461538,49.41538461538462,479,425,3449,55.13846153846154,0.10359408033826638,17.6075,0.48711943793911006,0.49883623498743135,0.4972736495054527,98.96153846153847
Kyle Palmieri\palmiky01,561,175,163,338,2,288,42.199999999999996,115,59,1,30,107,56,0,1369,8840,280,785,101,202,6224,6718,4766,5018,9.76,91.8,51.55,48.45,214,212,2450,56.980000000000004,0.12783053323593865,15.757575757575758,0.3333333333333333,0.48091485087312624,0.48712183156173344,101.56
Kyle Quincey\quincky01,586,36,122,158,8,548,34.2,29,7,0,6,75,42,5,893,11838,758,758,0,2,8425,8445,6357,6412,6.046153846153846,77.41538461538461,43.776923076923076,40.83846153846154,180,311,1916,40.83846153846154,0.040313549832026875,20.20136518771331,0,0.499407231772377,0.4978463466207221,83.46153846153845
Kyle Rau\rauky01,42,2,3,5,-4,6,-0.1,2,0,0,0,3,0,0,46,418,8,46,5,2,343,341,258,264,5.2,93.5,52.25,47.75,12,4,78,58.575,0.043478260869565216,9.952380952380953,0.7142857142857143,0.5014619883040936,0.4942528735632184,98.7
Kyle Turris\turriky01,726,165,251,416,9,329,42.300000000000004,123,39,3,32,169,80,2,1526,12314,305,337,4935,4947,10160,9693,7438,7428,7.5,91.80833333333334,57.20833333333333,42.791666666666664,300,337,2769,57.05833333333334,0.10812581913499344,16.961432506887054,0.49939283545840923,0.5117614466327507,0.5003363379523745,99.30833333333334
Kyle Wanvig\wanviky01,62,5,8,13,-9,71,0.6,4,1,0,1,8,0,0,65,635,3,12,1,0,63,67,45,53,2.6999999999999997,29.53333333333333,15.5,17.833333333333332,1,1,15,22.233333333333334,0.07692307692307693,10.241935483870968,1,0.4846153846153846,0.45918367346938777,32.233333333333334
Kyle Wellwood\wellwky01,488,92,143,235,12,36,22.3,60,32,0,11,89,54,0,645,6776,85,77,1161,963,3845,3449,2905,2576,5.4,69.875,39.8875,35.1125,147,142,714,44.65,0.14263565891472868,13.885245901639344,0.5466101694915254,0.5271455991225665,0.5300127713920817,75.275
Kyle Wilson\wilsoky01,39,4,9,13,-3,12,1,4,0,0,0,9,0,0,41,400,9,29,67,80,308,305,231,231,16.833333333333332,90.4,50.5,49.5,11,11,73,42.33333333333333,0.0975609756097561,10.256410256410257,0.4557823129251701,0.5024469820554649,0.5,107.23333333333333
Ladislav Nagy\nagyla01,169,36,101,137,1,146,12.6,22,13,1,6,48,52,1,356,2873,11,28,44,39,408,377,310,292,2.6999999999999997,30.366666666666664,18.966666666666665,14.366666666666667,7,13,134,19.166666666666668,0.10112359550561797,17,0.5301204819277109,0.5197452229299363,0.5149501661129569,33.06666666666666
Ladislav Smid\smidla01,583,12,60,72,-68,472,15.1,12,0,0,0,54,4,2,365,10716,901,1029,0,0,6296,7755,4749,5560,7.05,81.79,41.64,48.36,123,283,649,43.43,0.03287671232876712,18.380789022298455,NaN,0.44808198704718527,0.46066543796682513,88.84
Lance Bouma\boumala01,357,30,46,76,-7,210,4.3,29,0,1,6,41,2,3,379,4230,314,874,85,157,2970,3646,2203,2484,6.642857142857143,92.08571428571429,42.714285714285715,57.285714285714285,80,76,655,57.41428571428571,0.079155672823219,11.84873949579832,0.3512396694214876,0.4489117291414752,0.4700234691700448,98.72857142857143
Landon Ferraro\ferrala01,77,7,5,12,-9,29,0.30000000000000004,7,0,0,2,5,0,0,86,803,34,112,29,57,489,672,381,507,8.55,97.95,47.5,52.5,19,19,142,81.175,0.08139534883720931,10.428571428571429,0.3372093023255814,0.42118863049095606,0.42905405405405406,106.5
Landon Wilson\wilsola02,27,2,6,8,5,21,0.8,2,0,0,0,6,0,0,34,249,4,47,0,3,177,193,140,142,11.1,93.5,47.1,52.9,14,5,64,53.1,0.058823529411764705,9.222222222222221,0,0.4783783783783784,0.49645390070921985,104.6
Lane MacDermid\macdela01,21,2,2,4,0,36,0.6,2,0,0,0,2,0,0,11,125,6,33,1,1,101,107,69,81,8.866666666666667,90.8,51.06666666666667,48.93333333333333,1,1,14,72.23333333333333,0.18181818181818182,5.9523809523809526,0.5,0.4855769230769231,0.46,99.66666666666666
Lars Eller\ellerla01,754,132,162,294,-22,460,25.7,112,13,7,23,137,18,7,1326,11331,432,838,3877,3948,8853,8664,6391,6275,8.463636363636363,91.53636363636363,47.20909090909091,52.79090909090909,368,340,2441,54.163636363636364,0.09954751131221719,15.02785145888594,0.4954632587859425,0.5053947593766056,0.5045791883783357,100
Lars Jonsson\jonssla01,8,0,2,2,-4,6,0,0,0,0,0,0,2,0,4,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.375,NaN,NaN,NaN,0
Lasse Kukkonen\kukkola01,149,6,15,21,5,86,5.5,5,1,0,2,11,3,1,95,2336,135,55,0,1,752,922,563,668,4.6000000000000005,61.233333333333334,32.4,34.266666666666666,16,28,86,36.800000000000004,0.06315789473684211,15.677852348993289,0,0.44922341696535245,0.45735174654752236,65.83333333333333
Lasse Pirjeta\pirjela01,25,4,3,7,4,18,0.8,4,0,0,0,3,0,0,30,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,9.24,NaN,NaN,NaN,0
Laurent Dauphin\dauphla01,35,3,1,4,-4,18,-0.1,2,0,1,1,1,0,0,42,379,21,39,74,91,270,322,198,235,3.4749999999999996,87.45,59.175,40.825,12,3,62,67.95,0.07142857142857142,10.82857142857143,0.4484848484848485,0.4560810810810811,0.45727482678983833,90.925
Lauri Korpikoski\korpila01,609,86,115,201,-49,132,14.8,71,9,6,12,96,12,7,850,8790,339,851,272,435,6156,7373,4532,5503,7.111111111111111,92.45555555555555,47.74444444444445,52.25555555555555,176,133,1580,54.111111111111114,0.1011764705882353,14.433497536945813,0.38472418670438474,0.4550225441643876,0.4516193323368211,99.56666666666666
Lauri Tukonen\tukonla01,5,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,36,0,1,0,0,6,5,6,3,0,50,33.35,16.65,0,3,1,50,0,7.2,NaN,0.5454545454545454,0.6666666666666666,50
Lawrence Nycholat\nychola01,41,2,7,9,-1,18,1.6,2,0,0,0,5,2,0,38,606,10,15,0,0,156,184,120,139,5.966666666666667,64.4,37.333333333333336,29.333333333333332,7,7,29,39.166666666666664,0.05263157894736842,14.78048780487805,NaN,0.4588235294117647,0.46332046332046334,70.36666666666667
Lawrence Pilut\pilutla01,46,1,5,6,-12,24,0.8,1,0,0,0,5,0,0,43,786,52,30,0,0,618,585,489,460,6.75,89.35,46.55,53.45,9,18,88,43.7,0.023255813953488372,17.08695652173913,NaN,0.513715710723192,0.5152792413066386,96.1
Lawson Crouse\crousla01,230,32,31,63,-21,155,4.9,28,0,4,6,31,0,0,337,2921,108,678,52,66,2156,2597,1636,1889,6.45,90.125,41.974999999999994,58.025000000000006,69,53,564,58.35,0.09495548961424333,12.7,0.4406779661016949,0.4536082474226804,0.46411347517730495,96.575
Lean Bergmann\bergmle01,12,0,1,1,-6,4,-0.3,0,0,0,0,1,0,0,11,99,5,29,0,2,52,89,39,66,4,85.1,63.3,36.7,3,0,17,64.7,0,8.25,0,0.36879432624113473,0.37142857142857144,89.1
Lee Goren\gorenle01,30,1,2,3,-7,30,-0.30000000000000004,1,0,0,1,2,0,0,39,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02564102564102564,7.666666666666667,NaN,NaN,NaN,0
Lee Stempniak\stemple01,911,203,266,469,-31,327,47.4,157,42,4,25,194,64,8,1864,14504,240,972,84,173,9583,9442,6988,7165,6.564285714285714,78.17142857142858,44.07857142857143,41.635714285714286,403,346,2888,43.19285714285714,0.10890557939914162,15.920965971459934,0.32684824902723736,0.5037056504599211,0.49374690878259025,84.7357142857143
Lee Sweatt\sweatle01,3,1,1,2,4,2,0.7,1,0,0,1,1,0,0,4,40,6,4,0,0,36,39,22,27,25,100,65.6,34.4,0,0,8,50,0.25,13.333333333333334,NaN,0.48,0.4489795918367347,125
Lennart Petrell\petrele01,95,7,11,18,-14,49,0.6,5,0,2,0,9,0,2,59,982,69,185,10,25,531,864,388,586,6.35,91.85,42.099999999999994,57.900000000000006,25,29,122,48.7,0.11864406779661017,10.336842105263157,0.2857142857142857,0.38064516129032255,0.39835728952772076,98.19999999999999
Leo Komarov\komarle01,457,62,100,162,13,190,12.8,48,10,4,9,85,11,4,617,7003,241,1486,507,553,5027,5613,3733,4178,8.82857142857143,92.22857142857143,40.52857142857143,59.471428571428575,243,158,1007,61.371428571428574,0.10048622366288493,15.323851203501095,0.47830188679245284,0.4724624060150376,0.471874604980407,101.05714285714285
Leon Draisaitl\draisle01,422,168,254,422,-24,144,47.5,108,54,6,24,185,68,1,997,8282,131,224,3117,3011,6493,6210,4915,4648,10.033333333333333,88.68333333333334,58.083333333333336,41.916666666666664,338,443,1718,59.16666666666667,0.16850551654964896,19.62559241706161,0.5086488250652742,0.5111391009997638,0.5139600543762418,98.71666666666667
Liam Foudy\foudyli01,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,28,0,3,0,0,21,11,17,8,8.3,100,30,70,1,0,6,50,0,14,NaN,0.65625,0.68,108.3
Liam O'Brien\obrieli01,17,1,1,2,4,28,0.3,1,0,0,0,1,0,0,17,125,0,40,1,3,106,98,78,72,2.566666666666667,100,NA,NA,4,2,23,NA,0.058823529411764705,7.352941176470588,0.25,0.5196078431372549,0.52,102.56666666666666
Liam Reddox\reddoli01,100,6,18,24,-17,34,0.09999999999999998,5,1,0,0,17,0,1,136,1261,50,162,52,97,750,1038,557,762,6.2,84.8,34.225,65.775,34,26,224,61.9,0.04411764705882353,12.61,0.348993288590604,0.41946308724832215,0.422289613343442,91
Lias Andersson\anderli01,66,3,6,9,-20,33,-0.7,2,0,1,0,6,0,0,59,696,19,89,144,181,460,649,355,493,7.466666666666667,89.8,44.66666666666667,55.33333333333333,26,16,87,69.33333333333333,0.05084745762711865,10.545454545454545,0.4430769230769231,0.4147880973850316,0.4186320754716981,97.26666666666667
Libor Hajek\hajekli01,33,1,5,6,-3,18,0.7,1,0,0,0,5,0,0,33,531,47,29,0,0,329,496,260,372,8.95,91.85,44.55,55.45,12,22,59,69.4,0.030303030303030304,16.09090909090909,NaN,0.3987878787878788,0.41139240506329117,100.8
Libor Sulak\sulakli01,6,0,0,0,-4,6,-0.2,0,0,0,0,0,0,0,7,116,5,18,0,0,85,108,62,79,4.4,88.3,36.7,63.3,3,10,16,43.8,0,19.333333333333332,NaN,0.44041450777202074,0.4397163120567376,92.7
Linden Vey\veyli01,138,14,30,44,-19,24,2.6,7,7,0,2,24,5,1,110,1896,19,21,472,627,1327,1468,994,1120,4.65,91.375,56,44,48,53,225,40.525,0.12727272727272726,13.73913043478261,0.4294813466787989,0.47477638640429337,0.47019867549668876,96.025
Linus Klasen\klaseli01,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,52,1,1,0,0,47,28,33,23,0,82.4,66.7,33.3,0,1,6,66.7,0,13,NaN,0.6266666666666667,0.5892857142857143,82.4
Linus Omark\omarkli01,79,8,24,32,-27,40,1.2999999999999998,7,1,0,0,15,9,0,110,1146,28,24,5,11,850,890,623,667,4.5,89.26666666666667,47.93333333333333,52.06666666666667,39,47,213,48.333333333333336,0.07272727272727272,14.50632911392405,0.3125,0.4885057471264368,0.48294573643410854,93.76666666666667
Logan Brown\brownlo01,29,1,8,9,-2,4,0.4,0,1,0,1,6,2,0,29,324,13,14,61,93,205,225,160,164,8.9,88,58.333333333333336,41.666666666666664,13,20,52,59.53333333333333,0.034482758620689655,11.172413793103448,0.3961038961038961,0.47674418604651164,0.49382716049382713,96.9
Logan Couture\coutulo01,715,256,290,546,51,189,67.1,175,71,10,46,186,96,7,2032,12918,608,484,3393,3652,10327,9293,7573,6628,9.318181818181818,91.02727272727273,51.30909090909091,48.69090909090909,480,427,3608,56.31818181818182,0.12598425196850394,18.067132867132866,0.4816181689141235,0.5263506625891947,0.53327230476726994,100.34545454545454
Logan O'Connor\oconnlo01,21,2,0,2,-2,2,0.1,2,0,0,1,0,0,0,16,169,9,24,0,4,140,115,102,75,4.45,85.69999999999999,45.2,54.8,7,0,32,39.3,0.125,8.047619047619047,0,0.5490196078431373,0.576271186440678,90.14999999999999
Logan Shaw\shawlo01,215,15,21,36,-10,35,1.3,13,1,1,3,18,1,2,256,2277,97,284,174,231,1473,1835,1121,1371,6.9,93.3,48.8,51.2,57,38,437,59.425,0.05859375,10.590697674418605,0.42962962962962964,0.4452841596130592,0.4498394863563403,100.2
Loui Eriksson\erikslo01,970,250,343,593,37,192,64.3,180,60,10,34,260,74,9,1927,17078,386,232,51,94,11909,11379,8911,8699,8.435714285714285,84.86428571428571,46.18571428571428,46.67142857142857,567,295,2933,58.81428571428572,0.12973533990659056,17.60618556701031,0.35172413793103446,0.5113792511164549,0.5060193072118114,93.3
Louis Belpedio\belpelo01,3,0,2,2,1,0,0.3,0,0,0,0,2,0,0,0,42,5,2,0,0,42,46,27,31,18.150000000000002,87.5,40.75,59.25,0,0,5,0,NaN,14,NaN,0.4772727272727273,0.46551724137931033,105.65
Louis Leblanc\leblalo01,50,5,5,10,4,32,1,5,0,0,0,5,0,0,65,549,25,71,30,38,407,491,294,351,7.35,95.6,48.9,51.1,15,10,111,54.9,0.07692307692307693,10.98,0.4411764705882353,0.4532293986636971,0.4558139534883721,102.94999999999999
Louis Robitaille\robitlo01,2,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,4.5,NaN,NaN,NaN,0
Lubomir Visnovsky\visnolu01,615,101,281,382,19,269,65,59,42,0,14,125,155,1,1133,13893,638,311,2,8,7861,7363,5863,5507,7.19,72.57,41.86,38.14,224,391,1824,35.86,0.08914386584289496,22.590243902439024,0.2,0.5163557540725171,0.5156552330694811,79.75999999999999
Luc Bourdon\bourdlu01,36,2,0,2,6,24,1.4,1,1,0,0,0,0,0,29,428,30,18,0,0,232,289,170,224,4.8,48.25,26.55,23.45,3,10,48,27.1,0.06896551724137931,11.88888888888889,NaN,0.44529750479846447,0.43147208121827413,53.05
Luc Robitaille*\robitlu01,65,15,9,24,-6,52,1.8,12,3,0,2,3,6,0,125,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,14.061538461538461,NaN,NaN,NaN,0
Luca Caputi\caputlu01,35,3,6,9,-4,20,0.30000000000000004,3,0,0,0,6,0,0,51,453,5,39,12,17,396,401,286,304,5.7,93.13333333333334,50.13333333333333,49.86666666666667,9,5,91,54.733333333333334,0.058823529411764705,12.942857142857143,0.41379310344827586,0.4968632371392723,0.4847457627118644,98.83333333333334
Luca Sbisa\sbisalu01,548,20,93,113,-18,385,22.3,19,1,0,5,79,10,4,537,9893,770,1098,0,0,7035,8390,5219,6324,8.041666666666666,92.45,51.34166666666667,48.65833333333333,117,273,1262,39.71666666666667,0.037243947858473,18.052919708029197,NaN,0.4560777957860616,0.4521354933726068,100.49166666666667
Lucas Carlsson\carlslu01,6,0,1,1,3,0,0.4,0,0,0,0,1,0,0,3,85,6,11,0,0,62,63,51,47,17.1,91.4,40,60,1,0,9,33.3,0,14.166666666666666,NaN,0.496,0.5204081632653061,108.5
Lucas Lessio\lessilu01,41,3,4,7,-11,12,0,3,0,0,1,4,0,0,62,493,11,85,0,4,407,438,307,314,4.366666666666667,92.1,52.03333333333333,47.96666666666667,10,10,94,61.733333333333334,0.04838709677419355,12.024390243902438,0,0.4816568047337278,0.4943639291465378,96.46666666666667
Lucas Wallmark\wallmlu01,167,23,33,56,-11,58,4,18,5,0,4,24,8,1,242,2245,69,166,1023,986,1808,1627,1367,1201,6.425,90.75,53.5,46.5,62,54,412,59.15,0.09504132231404959,13.44311377245509,0.5092085614733698,0.5263464337700146,0.5323208722741433,97.175
Lukas Kaspar\kaspalu01,16,2,2,4,-2,8,0.30000000000000004,2,0,0,1,1,1,0,19,156,3,21,0,5,151,104,104,72,5.4,85.1,65.7,34.3,4,4,32,60.4,0.10526315789473684,9.75,0,0.592156862745098,0.5909090909090909,90.5
Lukas Krajicek\krajilu01,305,10,55,65,-28,233,11.3,6,4,0,2,36,17,2,330,5647,216,114,0,0,1973,2262,1504,1705,4.86,54.42,28.8,31.2,35,93,279,29.08,0.030303030303030304,18.514754098360655,NaN,0.46587957497048404,0.4686818323465254,59.28
Lukas Radil\radillu01,50,7,4,11,4,14,1,7,0,0,2,4,0,0,52,517,11,45,7,6,462,381,328,278,8.15,90.75,52.75,47.25,18,13,91,59.400000000000006,0.1346153846153846,10.34,0.5384615384615384,0.5480427046263345,0.5412541254125413,98.9
Lukas Sedlak\sedlalu01,162,15,12,27,2,56,2,14,0,1,0,12,0,0,150,1524,74,212,466,435,1225,1186,943,862,7.766666666666667,91.26666666666667,41.53333333333333,58.46666666666667,34,28,279,54.43333333333334,0.1,9.407407407407407,0.5172031076581576,0.5080879303193696,0.522437673130194,99.03333333333333
Lukas Vejdemo\vejdelu01,7,1,0,1,0,0,0.1,1,0,0,0,0,0,0,7,56,3,8,1,4,35,26,25,20,6.3,84.6,48,52,2,2,10,70,0.14285714285714285,8,0.2,0.5737704918032787,0.5555555555555556,90.89999999999999
Luke Adam\adamlu01,90,15,11,26,-11,36,2.3,15,0,0,1,7,4,0,138,1070,23,64,166,239,799,869,582,684,7.14,95.28,44.56,55.44,27,23,258,40.2,0.10869565217391304,11.88888888888889,0.40987654320987654,0.4790167865707434,0.4597156398104265,102.42
Luke Gazdic\gazdilu01,147,5,3,8,-20,206,-0.9,5,0,0,0,3,0,0,77,943,52,230,3,1,653,966,462,712,3.875,92.675,45.075,54.925,10,19,129,60.5,0.06493506493506493,6.414965986394558,0.75,0.40333539221741815,0.393526405451448,96.55
Luke Glendening\glendlu01,500,51,60,111,-50,174,3.9000000000000004,45,2,4,9,56,1,3,588,7186,497,1014,3194,2700,4090,5467,3143,4041,7.614285714285714,91.68571428571428,35.25714285714286,64.74285714285715,126,97,925,63.885714285714286,0.08673469387755102,14.372,0.5419070240922973,0.42795856440305535,0.4375,99.3
Luke Johnson\johnslu01,18,0,1,1,-11,8,-0.7,0,0,0,0,0,1,0,20,197,9,37,67,71,154,169,107,124,1.4,83.75,44.25,55.75,6,1,28,85.2,0,10.944444444444445,0.4855072463768116,0.47678018575851394,0.46320346320346323,85.15
Luke Kunin\kuninlu01,131,23,29,52,-22,95,3.6,21,0,2,2,26,3,0,248,1999,96,165,322,404,1422,1622,1080,1170,7.5,90.16666666666667,45.93333333333334,54.06666666666666,23,34,456,55.6,0.09274193548387097,15.259541984732824,0.44352617079889806,0.4671484888304862,0.48,97.66666666666667
Luke Richardson\richalu01,170,3,19,22,-18,130,2.8,3,0,0,0,18,1,0,84,2220,55,67,0,0,806,773,593,602,2.175,39.575,27.9,22.1,13,24,89,11.65,0.03571428571428571,13.058823529411764,NaN,0.5104496516782774,0.49623430962343096,41.75
Luke Schenn\schenlu01,759,31,117,148,-63,568,26.6,29,2,0,2,113,1,3,928,13719,1223,2466,1,1,11093,12034,8003,8869,8.15,90.91666666666667,48.766666666666666,51.233333333333334,200,507,2166,43.875,0.0334051724137931,18.07509881422925,0.5,0.4796558135512604,0.4743361782835467,99.06666666666668
