Year,Round,Overall,Team,Player,Nat.,Pos,PosSimp,Age,To,YrsPlayed,AmateurTeam,AmateurLeague,GP,G,A,PTS,PlusMinus,PIM,Gpgoalie,Wgoalie,Lgoalie,TOTSOlossgoalie,SavePercgoalie,GAAgoalie,PS
2014,5,143,Florida Panthers,Miguel Fidler\fidlemi02,US,LW,W,18,2014,0,EDINA HIGH (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,144,Colorado Avalanche,Anton Lindholm\lindhan01,SE,D,D,19,2020,6,SKELLEFTEA JR. (Sweden-Jr.),SwedenJr,66,0,5,5,-4,16,0,0,0,0,0,0,1
2014,5,145,Pittsburgh Penguins,Anthony Angello\angelan01,US,C,C,18,2020,6,OMAHA (USHL),USHL,8,1,0,1,-1,4,0,0,0,0,0,0,0.1
2014,5,146,Boston Bruins,Anders Bjork\bjorkan01,US,LW,W,18,2020,6,USA U-18 (USHL),USHL,108,14,20,34,6,18,0,0,0,0,0,0,2.9
2014,5,147,Montreal Canadiens,Daniel Audette\audetda01,US,C,C,18,2014,0,SHERBROOKE (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,148,Chicago Blackhawks,Andreas Soderberg\soderan01,SE,D,D,18,2014,0,SKELLEFTEA JR. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,149,San Jose Sharks,Rourke Chartier\chartro01,CA,C,C,18,2019,5,KELOWNA (WHL),WHL,13,1,0,1,-5,2,0,0,0,0,0,0,-0.2
2014,5,150,Los Angeles Kings,Alec Dillon\dilloal01,CA,G,G,18,2014,0,VICTORIA (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,151,Buffalo Sabres,Christopher Brown\brownch02,US,C,C,18,2014,0,Cranbrook Kingswood (HIGH-MI),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,152,New Jersey Devils,Joey Dudek\dudekjo01,US,C,C,18,2014,0,KIMBALL UNION (High-NH),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,153,Edmonton Oilers,Tyler Vesel\veselty01,US,C,C,20,2014,0,OMAHA (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,154,Dallas Stars,Aaron Haydon\haydoaa01,US,D,D,18,2014,0,NIAGARA (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,155,New York Islanders,Kyle Schempp\schemky01,US,C,C,20,2014,0,Ferris State (WCHA),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,156,Vancouver Canucks,Kyle Pettit\pettiky01,CA,C,C,18,2014,0,ERIE (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,157,Los Angeles Kings,Jake Marchment\marchja01,CA,C,C,19,2014,0,BELLEVILLE (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,158,Toronto Maple Leafs,Nolan Vesey\veseyno01,US,LW,W,19,2014,0,SOUTH SHORE (USPHL),USPHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,159,Washington Capitals,Steven Spinner\spinnst01,US,RW,W,18,2014,0,EDEN PRAIRIE (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,160,Minnesota Wild,Pontus Sjalin\sjalipo01,SE,D,D,18,2014,0,…stersunds (Sweden),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,161,New Jersey Devils,Brandon Baddock\baddobr01,CA,LW,W,19,2014,0,EDMONTON (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,162,Nashville Predators,Aaron Irving\irvinaa01,CA,D,D,18,2014,0,EDMONTON (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,163,Arizona Coyotes,David Westlund\westlda01,SE,D,D,19,2014,0,BRYNAS JR. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,164,Winnipeg Jets,Pavel Kraskovsky\kraskpa01,RU,C,C,18,2014,0,YAROSLAVL 2 (Russia-Jr.),RussiaJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,165,Dallas Stars,John Nyberg\nyberjo01,SE,LW,W,18,2014,0,FROLUNDA JR. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,166,Detroit Red Wings,Julius Vahatalo\vahatju01,FI,LW,W,19,2014,0,TPS JR. (Finland-Jr.),FinlandJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,167,Minnesota Wild,Chase Lang\langch01,CA,C,C,18,2014,0,CALGARY (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,168,Philadelphia Flyers,Radel Fazleev\fazlera01,RU,C,C,18,2014,0,CALGARY (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,169,Minnesota Wild,Reid Duke\dukere01,CA,C,C,18,2014,0,LETHBRIDGE (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,170,Tampa Bay Lightning,Cristiano Digiacinto\digiacr01,CA,LW,W,18,2014,0,WINDSOR (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,171,San Jose Sharks,Kevin Labanc\labanke01,US,RW,W,18,2020,6,BARRIE (OHL),OHL,284,50,99,149,-31,128,0,0,0,0,0,0,12.5
2014,6,172,St. Louis Blues,Chandler Yakimowicz\yakimch01,US,RW,W,18,2014,0,LONDON (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,173,Pittsburgh Penguins,Jaden Lindo\lindoja01,CA,RW,W,18,2014,0,OWEN SOUND (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,174,Colorado Avalanche,Maximilian Pajpach\pajpama01,SK,G,G,18,2014,0,SLOVAKIA U18 (Slovakia-2),Slovakia2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,175,Calgary Flames,Adam Ollas-Mattsson\ollasad01,SE,D,D,18,2014,0,DJURGARDEN JR. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,176,St. Louis Blues,Samuel Blais\blaissa01,CA,LW,W,18,2020,6,VICTORIAVILLE (QMJHL),QMJHL,83,9,11,20,-2,32,0,0,0,0,0,0,1.4
2014,6,177,Montreal Canadiens,Hayden Hawkey\hawkeha01,US,G,G,19,2014,0,OMAHA (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,178,Chicago Blackhawks,Dylan Sikura\sikurdy01,CA,C,C,19,2020,6,AURORA (OJHL),OJHL,47,1,13,14,5,0,0,0,0,0,0,0,0.7
2014,6,179,Chicago Blackhawks,Ivan Nalimov\nalimiv01,RU,G,G,20,2014,0,SKA St. Petersburg 2 (Russia-Jr.),RussiaJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,180,Los Angeles Kings,Matthew Mistele\mistema01,CA,LW,W,18,2014,0,PLYMOUTH (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,181,Buffalo Sabres,Victor Olofsson\olofsvi01,SE,RW,W,19,2020,6,MODO JR. (Sweden-Jr.),SwedenJr,60,22,24,46,0,8,0,0,0,0,0,0,5.2
2014,7,182,Florida Panthers,Hugo Fagerblom\fagerhu01,SE,G,G,18,2014,0,Frolunda U18 (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,183,Edmonton Oilers,Keven Bouchard\bouchke01,CA,G,G,18,2014,0,VAL-D'OR (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,184,Calgary Flames,Austin Carroll\carroau01,CA,RW,W,20,2014,0,VICTORIA (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,185,Tampa Bay Lightning,Cameron Darcy\darcyca01,US,C,C,20,2014,0,CAPE BRETON (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,186,Vancouver Canucks,Mackenze Stewart\stewama01,CA,D,D,19,2014,0,PRINCE ALBERT (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,187,Carolina Hurricanes,Kyle Jenkins\jenkiky01,CA,D,D,18,2014,0,SAULT STE. MARIE (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,188,Toronto Maple Leafs,Pierre Engvall\engvapi01,SE,LW,W,18,2020,6,FROLUNDA JR. (Sweden-Jr.),SwedenJr,48,8,7,15,4,6,0,0,0,0,0,0,1.4
2014,7,189,Ottawa Senators,Kelly Summers\summeke01,CA,D,D,18,2014,0,Carleton Place (CCHL),CCHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,190,Ottawa Senators,Francis Perron\perrofr01,CA,LW,W,18,2014,0,ROUYN-NORANDA (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,191,Arizona Coyotes,Jared Fiegl\fieglja01,US,LW,W,18,2014,0,USA U-18 (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,192,Winnipeg Jets,Matt Ustaski\ustasma01,US,C,C,20,2014,0,LANGLEY (BCHL),BCHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,193,Arizona Coyotes,Edgars Kulda\kuldaed01,LV,LW,W,19,2014,0,EDMONTON (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,194,Washington Capitals,Kevin Elgestal\elgeske01,SE,RW,W,18,2014,0,FROLUNDA JR. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,195,Dallas Stars,Patrick Sanvido\sanvipa01,CA,D,D,18,2014,0,WINDSOR (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,196,Detroit Red Wings,Axel Holmstrom\holmsax01,SE,C,C,18,2014,0,SKELLEFTEA JR. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,197,Columbus Blue Jackets,Olivier Leblanc\leblaol01,CA,D,D,18,2014,0,SAINT JOHN (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,198,Philadelphia Flyers,Jesper Pettersson\petteje01,SE,D,D,20,2014,0,LINKOPING (Sweden),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,199,Minnesota Wild,Pavel Jenys\jenyspa01,CZ,C,C,18,2014,0,BRNO (Czech),Czech,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,200,New York Islanders,Lukas Sutter\suttelu01,US,C,C,20,2014,0,RED DEER (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,201,Detroit Red Wings,Alexander Kadeykin\kadeyal01,RU,C,C,20,2014,0,Mytischi (Russia),Russia,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,202,St. Louis Blues,Dwyer Tschantz\tschadw01,US,RW,W,19,2014,0,INDIANA (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,203,Pittsburgh Penguins,Jeff Taylor\tayloje01,US,D,D,20,2014,0,Union (ECAC),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,204,Colorado Avalanche,Julien Nantel\nanteju01,CA,C,C,18,2014,0,ROUYN-NORANDA (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,205,Anaheim Ducks,Ondrej Kase\kaseon01,CZ,RW,W,18,2020,6,CHOMUTOV (Czech),Czech,204,43,54,97,10,48,0,0,0,0,0,0,10.3
2014,7,206,Boston Bruins,Emil Johansson\johanem01,SE,D,D,18,2014,0,HV 71 JR. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,207,Montreal Canadiens,Jake Evans\evansja02,CA,C,C,18,2020,6,ST. MICHAELS (OJHL),OJHL,13,2,1,3,1,0,0,0,0,0,0,0,0.3
2014,7,208,Chicago Blackhawks,Jack Ramsey\ramseja01,US,RW,W,18,2014,0,PENTICTON (BCHL),BCHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,209,Los Angeles Kings,Spencer Watson\watsosp01,CA,RW,W,18,2014,0,KINGSTON (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,210,Los Angeles Kings,Jacob Middleton\middlja01,CA,D,D,18,2020,6,OTTAWA (OHL),OHL,13,0,3,3,-3,11,0,0,0,0,0,0,0.3
2015,1,1,Edmonton Oilers,Connor McDavid\mcdavco01,CA,C,C,18,2020,5,Erie (OHL),OHL,351,162,307,469,43,118,0,0,0,0,0,0,55.6
2015,1,2,Buffalo Sabres,Jack Eichel\eicheja01,US,C,C,18,2020,5,Boston University (H-East),NCAA,354,137,200,337,-60,136,0,0,0,0,0,0,37.1
2015,1,3,Arizona Coyotes,Dylan Strome\stromdy01,CA,C,C,18,2020,5,Erie (OHL),OHL,164,36,69,105,-8,44,0,0,0,0,0,0,9.5
2015,1,4,Toronto Maple Leafs,Mitchell Marner\marnemi01,CA,C,C,18,2020,5,London (OHL),OHL,300,83,208,291,27,102,0,0,0,0,0,0,29.6
2015,1,5,Carolina Hurricanes,Noah Hanifin\hanifno01,US,D,D,18,2020,5,Boston College (H-East),NCAA,389,28,110,138,-47,93,0,0,0,0,0,0,21.3
2015,1,6,New Jersey Devils,Pavel Zacha\zachapa01,CZ,C,C,18,2020,5,Sarnia (OHL),OHL,266,37,71,108,-34,78,0,0,0,0,0,0,8
2015,1,7,Philadelphia Flyers,Ivan Provorov\provoiv01,RU,D,D,18,2020,5,Brandon (WHL),WHL,315,43,90,133,5,110,0,0,0,0,0,0,25
2015,1,8,Columbus Blue Jackets,Zach Werenski\werenza01,US,D,D,18,2020,5,Michigan (Big Ten),NCAA,300,58,111,169,22,58,0,0,0,0,0,0,32.2
2015,1,9,San Jose Sharks,Timo Meier\meierti01,CH,RW,W,18,2020,5,Halifax (QMJHL),QMJHL,263,76,81,157,-10,158,0,0,0,0,0,0,16.3
2015,1,10,Colorado Avalanche,Mikko Rantanen\rantami01,FI,RW,W,18,2020,5,TPS (Finland),Finland,281,99,151,250,-21,126,0,0,0,0,0,0,26.7
2015,1,11,Florida Panthers,Lawson Crouse\crousla01,CA,LW,W,18,2020,5,Kingston (OHL),OHL,230,32,31,63,-21,155,0,0,0,0,0,0,4.9
2015,1,12,Dallas Stars,Denis Gurianov\guriade01,RU,RW,W,18,2020,5,Togliatti 2 (Russia-Jr.),RussiaJr,86,21,12,33,1,13,0,0,0,0,0,0,4
2015,1,13,Boston Bruins,Jakub Zboril\zborija01,CZ,D,D,18,2019,4,Saint John (QMJHL),QMJHL,2,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,14,Boston Bruins,Jake Debrusk\debruja01,CA,LW,W,18,2020,5,Swift Current (WHL),WHL,203,62,58,120,14,51,0,0,0,0,0,0,13.9
2015,1,15,Boston Bruins,Zachary Senyshyn\senysza01,CA,RW,W,18,2020,5,Sault Ste. Marie (OHL),OHL,6,1,2,3,1,0,0,0,0,0,0,0,0.4
2015,1,16,New York Islanders,Mathew Barzal\barzama01,CA,C,C,18,2020,5,Seattle (WHL),WHL,234,59,148,207,-1,126,0,0,0,0,0,0,19.7
2015,1,17,Winnipeg Jets,Kyle Connor\connoky01,US,LW,W,18,2020,5,Youngstown (USHL),USHL,249,105,96,201,-2,72,0,0,0,0,0,0,22.7
2015,1,18,Ottawa Senators,Thomas Chabot\chaboth01,CA,D,D,18,2020,5,Saint John (QMJHL),QMJHL,205,29,90,119,-44,88,0,0,0,0,0,0,15.6
2015,1,19,Detroit Red Wings,Evgeny Svechnikov\svechev01,RU,LW,W,18,2020,5,Cape Breton (QMJHL),QMJHL,20,2,2,4,-3,10,0,0,0,0,0,0,0.2
2015,1,20,Minnesota Wild,Joel Eriksson Ek\eriksjo02,SE,C,C,18,2020,5,Farjestad (Sweden),Sweden,210,24,42,66,3,68,0,0,0,0,0,0,4.5
2015,1,21,Ottawa Senators,Colin White\whiteco02,US,C,C,18,2020,5,USA U-18 (USHL),USHL,155,23,47,70,-35,71,0,0,0,0,0,0,4
2015,1,22,Washington Capitals,Ilya Samsonov\samsoil01,RU,G,G,18,2020,5,Magnitogorsk 2 (Russia-Jr.),RussiaJr,26,0,0,0,0,2,26,16,6,2,0.913,2.55,4.1
2015,1,23,Vancouver Canucks,Brock Boeser\boesebr01,US,RW,W,18,2020,5,Waterloo (USHL),USHL,197,75,86,161,-3,52,0,0,0,0,0,0,18.3
2015,1,24,Philadelphia Flyers,Travis Konecny\konectr01,CA,C,C,18,2020,5,Ottawa (OHL),OHL,299,83,102,185,10,163,0,0,0,0,0,0,20
2015,1,25,Winnipeg Jets,Jack Roslovic\rosloja01,US,C,C,18,2020,5,USA U-18 (USHL),USHL,180,26,41,67,6,18,0,0,0,0,0,0,5.8
2015,1,26,Montreal Canadiens,Noah Juulsen\juulsno01,CA,D,D,18,2019,4,Everett (WHL),WHL,44,2,6,8,6,10,0,0,0,0,0,0,2.2
2015,1,27,Anaheim Ducks,Jacob Larsson\larssja01,SE,D,D,18,2020,5,Frolunda Jr. (Sweden-Jr.),SwedenJr,113,2,14,16,-14,30,0,0,0,0,0,0,3
2015,1,28,New York Islanders,Anthony Beauvillier\beauvan01,CA,LW,W,18,2020,5,Shawinigan (QMJHL),QMJHL,286,66,61,127,-7,49,0,0,0,0,0,0,12.4
2015,1,29,Columbus Blue Jackets,Gabriel Carlsson\carlsga01,SE,D,D,18,2020,5,Linkoping Jr. (Sweden-Jr.),SwedenJr,23,0,3,3,-4,8,0,0,0,0,0,0,0.3
2015,1,30,Arizona Coyotes,Nicholas Merkley\merklni01,CA,RW,W,18,2020,5,Kelowna (WHL),WHL,5,1,1,2,0,4,0,0,0,0,0,0,0.2
2015,2,31,San Jose Sharks,Jeremy Roy\royje02,CA,D,D,18,2015,0,Sherbrooke (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,32,Arizona Coyotes,Christian Fischer\fischch01,US,RW,W,18,2020,5,USA U-18 (USHL),USHL,213,35,28,63,-28,57,0,0,0,0,0,0,5.3
2015,2,33,Tampa Bay Lightning,Mitchell Stephens\stephmi01,CA,C,C,18,2020,5,Saginaw (OHL),OHL,38,3,3,6,-9,10,0,0,0,0,0,0,-0.2
2015,2,34,Toronto Maple Leafs,Travis Dermott\dermotr01,CA,D,D,18,2020,5,Erie (OHL),OHL,157,9,32,41,25,67,0,0,0,0,0,0,8.1
2015,2,35,Carolina Hurricanes,Sebastian Aho\ahose01,FI,RW,W,18,2020,5,Karpat (Finland),Finland,310,121,142,263,38,102,0,0,0,0,0,0,32
2015,2,36,Ottawa Senators,Gabriel Gagne\gagnega01,CA,RW,W,18,2015,0,Victoriaville (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,37,Boston Bruins,Brandon Carlo\carlobr01,US,D,D,18,2020,5,Tri-City (WHL),WHL,297,12,39,51,57,184,0,0,0,0,0,0,16.9
2015,2,38,Columbus Blue Jackets,Paul Bittner\bittnpa01,US,LW,W,18,2015,0,Portland (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,39,Colorado Avalanche,A.J. Greer\greeraj01,CA,LW,W,18,2019,4,Boston University (H-East),NCAA,37,1,5,6,-2,47,0,0,0,0,0,0,0.2
2015,2,40,Colorado Avalanche,Nicolas Meloche\melocni01,CA,D,D,18,2015,0,Baie Comeau (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,41,New York Rangers,Ryan Gropp\groppry01,CA,LW,W,18,2015,0,Seattle (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,42,New Jersey Devils,MacKenzie Blackwood\blackma01,CA,G,G,18,2020,5,Barrie (OHL),OHL,70,0,1,1,0,0,70,32,24,8,0.916,2.72,13.3
2015,2,43,Los Angeles Kings,Erik Cernak\cernaer01,SK,D,D,18,2020,5,Kosice (Slovakia),Slovakia,125,10,18,28,36,117,0,0,0,0,0,0,7.5
2015,2,44,Tampa Bay Lightning,Matthew Spencer\spencma01,CA,D,D,18,2015,0,Peterborough (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,45,Boston Bruins,Jakob Forsbacka Karlsson\forsbja01,SE,C,C,18,2019,4,Omaha (USHL),USHL,29,3,6,9,1,2,0,0,0,0,0,0,0.7
2015,2,46,Pittsburgh Penguins,Daniel Sprong\spronda01,NL,RW,W,18,2020,5,Charlottetown (QMJHL),QMJHL,97,19,11,30,-17,10,0,0,0,0,0,0,2.6
2015,2,47,Winnipeg Jets,Jansen Harkins\harkija01,US,C,C,18,2020,5,Prince George (WHL),WHL,29,2,5,7,-2,5,0,0,0,0,0,0,0.3
2015,2,48,Ottawa Senators,Filip Chlapik\chlapfi01,CZ,C,C,18,2020,5,Charlottetown (QMJHL),QMJHL,56,5,6,11,-14,18,0,0,0,0,0,0,0.2
2015,2,49,Dallas Stars,Roope Hintz\hintzro01,FI,LW,W,18,2020,5,Ilves (Finland),Finland,118,28,27,55,-8,40,0,0,0,0,0,0,5.8
2015,2,50,Minnesota Wild,Jordan Greenway\greenjo02,US,LW,W,18,2020,5,USA U-18 (USHL),USHL,154,20,33,53,-10,83,0,0,0,0,0,0,3.7
2015,2,51,Buffalo Sabres,Brendan Guhle\guhlebr01,CA,D,D,18,2020,5,Prince Albert (WHL),WHL,59,4,10,14,-9,24,0,0,0,0,0,0,2.4
2015,2,52,Boston Bruins,Jeremy Lauzon\lauzoje01,CA,D,D,18,2020,5,Rouyn-Noranda (QMJHL),QMJHL,35,2,1,3,4,31,0,0,0,0,0,0,1.3
2015,2,53,Calgary Flames,Rasmus Andersson\anderra01,SE,D,D,18,2020,5,Barrie (OHL),OHL,160,7,34,41,8,84,0,0,0,0,0,0,7.6
2015,2,54,Chicago Blackhawks,Graham Knott\knottgr01,CA,LW,W,18,2015,0,Niagara (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,55,Nashville Predators,Yakov Trenin\treniya01,RU,C,C,18,2020,5,Gatineau (QMJHL),QMJHL,21,2,4,6,1,9,0,0,0,0,0,0,0.5
2015,2,56,St. Louis Blues,Vince Dunn\dunnvi02,CA,D,D,18,2020,5,Niagara (OHL),OHL,224,26,56,82,30,92,0,0,0,0,0,0,16.9
2015,2,57,Washington Capitals,Jonas Siegenthaler\siegejo01,CH,D,D,18,2020,5,Zurich (Swiss),Swiss,90,2,11,13,17,53,0,0,0,0,0,0,3.2
2015,2,58,Columbus Blue Jackets,Kevin Stenlund\stenlke01,SE,C,C,18,2020,5,HV 71 Jr. (Sweden-Jr.),SwedenJr,36,6,4,10,2,12,0,0,0,0,0,0,1
2015,2,59,Anaheim Ducks,Julius Nattinen\nattiju01,FI,C,C,18,2015,0,JYP 2 (Finland-2),Finland2,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,60,Calgary Flames,Oliver Kylington\kylinol01,SE,D,D,18,2020,5,Farjestad (Sweden),Sweden,87,5,10,15,-3,26,0,0,0,0,0,0,2.7
2015,2,61,Toronto Maple Leafs,Jeremy Bracco\braccje01,US,RW,W,18,2015,0,USA U-18 (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,62,New York Rangers,Robin Kovacs\kovacro01,SE,RW,W,18,2015,0,AIK (Sweden-2),Sweden2,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,63,Arizona Coyotes,Kyle Capobianco\capobky01,CA,D,D,18,2020,5,Sudbury (OHL),OHL,12,1,0,1,-4,2,0,0,0,0,0,0,0.1
2015,3,64,Tampa Bay Lightning,Dennis Yan\yande01,US,LW,W,18,2015,0,Shawinigan (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,65,Toronto Maple Leafs,Andrew Nielsen\nielsan01,CA,D,D,18,2015,0,Lethbridge (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,66,Vancouver Canucks,Guillaume Brisebois\brisegu01,CA,D,D,18,2019,4,Acadie-Bathurst (QMJHL),QMJHL,8,0,0,0,-4,0,0,0,0,0,0,0,-0.2
2015,3,67,New Jersey Devils,Blake Speers\speerbl01,CA,C,C,18,2017,2,Sault Ste. Marie (OHL),OHL,3,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,68,Toronto Maple Leafs,Martins Dzierkals\dzierma01,LV,LW,W,18,2015,0,Riga 2 (Russia-Jr.),RussiaJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,69,Columbus Blue Jackets,Keegan Kolesar\koleske01,CA,RW,W,18,2020,5,Seattle (WHL),WHL,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,70,Philadelphia Flyers,Felix Sandstrom\sandsfe01,SE,G,G,18,2015,0,Brynas Jr. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,71,Colorado Avalanche,Jean-Christophe Beaudin\beaudje01,CA,C,C,18,2020,5,Rouyn-Noranda (QMJHL),QMJHL,22,0,1,1,-4,7,0,0,0,0,0,0,-0.4
2015,3,72,Tampa Bay Lightning,Anthony Cirelli\cirelan01,CA,C,C,18,2020,5,Oshawa (OHL),OHL,168,40,54,94,64,70,0,0,0,0,0,0,10.7
2015,3,73,Detroit Red Wings,Vili Saarijarvi\saarivi01,FI,D,D,18,2015,0,Green Bay (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,74,Los Angeles Kings,Alexander Dergachyov\dergaal01,RU,C,C,18,2015,0,SKA St. Petersburg 2 (Russia-Jr.),RussiaJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,75,Boston Bruins,Daniel Vladar\vladada01,CZ,G,G,18,2015,0,Kladno (Czech-2),Czech2,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,76,Arizona Coyotes,Adin Hill\hillad01,CA,G,G,19,2020,5,Portland (WHL),WHL,30,0,0,0,0,2,30,10,12,3,0.907,2.81,4.2
2015,3,77,Florida Panthers,Sam Montembeault\montesa01,CA,G,G,18,2020,5,Blainville-Boisbriand (QMJHL),QMJHL,25,0,1,1,0,0,25,9,8,3,0.892,3.2,2.4
2015,3,78,Winnipeg Jets,Erik Foley\foleyer01,US,LW,W,18,2015,0,Cedar Rapids (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,79,New York Rangers,Sergey Zborovskiy\zborose01,RU,D,D,18,2015,0,Regina (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,80,Anaheim Ducks,Brent Gates\gatesbr01,US,C,C,18,2015,0,Green Bay (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,81,Arizona Coyotes,Brendan Warren\warrebr01,US,LW,W,18,2015,0,USA U-18 (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,82,New York Islanders,Mitchell Vande Sompel\vandemi01,CA,D,D,18,2015,0,Oshawa (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,83,Arizona Coyotes,Jens Looke\lookeje01,SE,RW,W,18,2015,0,Brynas (Sweden),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,84,Anaheim Ducks,Deven Sideroff\siderde01,CA,RW,W,18,2015,0,Kamloops (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,85,Nashville Predators,Thomas Novak\novakth01,US,C,C,18,2015,0,Waterloo (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
