Year,Round,Overall,Team,Player,Nat.,Pos,PosSimp,Age,To,YrsPlayed,AmateurTeam,AmateurLeague,GP,G,A,PTS,PlusMinus,PIM,Gpgoalie,Wgoalie,Lgoalie,TOTSOlossgoalie,SavePercgoalie,GAAgoalie,PS
2008,3,65,St. Louis Blues,Jori Lehtera\lehtejo01,FI,C,C,20,2019,11,Tappara Tampere (Finland),Finland,307,34,77,111,12,167,0,0,0,0,0,0,9.4
2008,3,66,New York Islanders,David Toews\toewsda01,CA,C,C,18,2008,0,Shattuck-St. Mary's (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,67,Philadelphia Flyers,Marc-Andre Bourdon\bourdma01,CA,D,D,18,2012,4,Rouyn-Noranda (QMJHL),QMJHL,45,4,3,7,4,52,0,0,0,0,0,0,1.9
2008,3,68,Chicago Blackhawks,Shawn Lalonde\lalonsh01,CA,D,D,18,2013,5,Belleville (OHL),OHL,1,0,0,0,1,0,0,0,0,0,0,0,0.1
2008,3,69,Phoenix Coyotes,Michael Stone\stonemi01,CA,D,D,18,2020,12,Calgary (WHL),WHL,472,31,93,124,-51,264,0,0,0,0,0,0,22.1
2008,3,70,St. Louis Blues,James Livingston\livinja01,CA,RW,W,18,2008,0,Sault Ste. Marie (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,71,Anaheim Ducks,Josh Brittain\brittjo01,CA,LW,W,18,2008,0,Kingston (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,72,New York Islanders,Jyri Niemi\niemijy01,FI,D,D,18,2008,0,Saskatoon (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,73,New York Islanders,Kirill Petrov\petroki01,RU,RW,W,18,2008,0,Ak Bars Kazan (Russia),Russia,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,74,Los Angeles Kings,Andrew Campbell\campban01,CA,D,D,20,2016,8,Sault Ste. Marie (OHL),OHL,42,0,2,2,-13,12,0,0,0,0,0,0,0
2008,3,75,New York Rangers,Evgeny Grachev\grachev01,RU,C,C,18,2012,4,Lokomotiv Yaroslavl 2 (Russia-3),Russia3,34,1,3,4,-7,2,0,0,0,0,0,0,-0.2
2008,3,76,Phoenix Coyotes,Mathieu Brodeur\brodema02,CA,D,D,18,2008,0,Cape Breton (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,77,Boston Bruins,Michael Hutchinson\hutchmi01,CA,G,G,18,2020,12,Barrie (OHL),OHL,127,0,1,1,0,0,127,51,52,14,0.905,2.8,16.5
2008,3,78,Calgary Flames,Lance Bouma\boumala01,CA,C,C,18,2018,10,Vancouver (WCHL),WCHL,357,30,46,76,-7,210,0,0,0,0,0,0,4.3
2008,3,79,Ottawa Senators,Zack Smith\smithza01,CA,C,C,20,2020,12,Swift Current (WHL),WHL,662,98,106,204,-46,722,0,0,0,0,0,0,14.1
2008,3,80,Florida Panthers,Adam Comrie\comriad01,CA,D,D,18,2008,0,Saginaw (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,81,Buffalo Sabres,Corey Fienhage\fienhco01,US,D,D,18,2008,0,Eastview High (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,82,New Jersey Devils,Adam Henrique\henriad01,CA,C,C,18,2020,12,Windsor (OHL),OHL,665,186,192,378,-4,204,0,0,0,0,0,0,44.4
2008,3,83,Anaheim Ducks,Marco Cousineau\cousima02,CA,G,G,18,2008,0,Baie-Comeau (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,84,Philadelphia Flyers,Jacob Deserres\deserja01,CA,G,G,18,2008,0,Seattle (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,85,Anaheim Ducks,Brandon McMillan\mcmilbr01,CA,LW,W,18,2015,7,Kelowna (WHL),WHL,171,14,22,36,-35,60,0,0,0,0,0,0,0.6
2008,3,86,Montreal Canadiens,Steve Quailer\quailst01,US,LW,W,19,2008,0,Sioux City (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,87,St. Louis Blues,Ian Schultz\schulia01,CA,RW,W,18,2008,0,Calgary (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,88,Los Angeles Kings,Geordie Wudrick\wudrige01,CA,LW,W,18,2008,0,Swift Current (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,89,Dallas Stars,Scott Winkler\winklsc01,NO,C,C,18,2008,0,Russell Stover (MWEHL),MWEHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,90,New York Rangers,Tomas Kundratek\kundrto01,CZ,D,D,18,2013,5,Trinec (Czech),Czech,30,1,6,7,-5,10,0,0,0,0,0,0,0.7
2008,3,91,Detroit Red Wings,Max Nicastro\nicasma01,US,D,D,18,2008,0,Chicago (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,92,San Jose Sharks,Samuel Groulx\groulsa01,CA,D,D,18,2008,0,Quebec (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,93,Washington Capitals,Braden Holtby\holtbbr01,CA,G,G,18,2020,12,Saskatoon (WHL),WHL,468,0,11,11,0,25,468,282,122,46,0.916,2.53,84.4
2008,4,94,Atlanta Thrashers,Vinny Saponari\saponvi01,US,RW,W,18,2008,0,U.S. National U-18 (USNTDP),USNTDP,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,95,St. Louis Blues,David Warsofsky\warsoda01,US,D,D,18,2018,10,U.S. National U-18 (USNTDP),USNTDP,55,2,9,11,-6,8,0,0,0,0,0,0,1.6
2008,4,96,New York Islanders,Matt Donovan\donovma01,US,D,D,18,2019,11,Cedar Rapids (USHL),USHL,69,2,18,20,-8,28,0,0,0,0,0,0,2.7
2008,4,97,Boston Bruins,Jamie Arniel\arnieja01,CA,C,C,18,2011,3,Sarnia (OHL),OHL,1,0,0,0,-1,0,0,0,0,0,0,0,-0.1
2008,4,98,Toronto Maple Leafs,Mikhail Stefanovich\stefami01,BY,C,C,18,2008,0,Quebec (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,99,Phoenix Coyotes,Colin Long\longco01,US,C,C,19,2008,0,Kelowna (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,100,Florida Panthers,A.J. Jenks\jenksa.01,US,LW,W,18,2008,0,Plymouth (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,101,Buffalo Sabres,Justin Jokinen\jokinju02,US,RW,W,18,2008,0,Cloquet (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,102,New York Islanders,David Ullstrom\ullstda01,SE,C,C,19,2013,5,HV 71 Jonkoping Jr. (Sweden-Jr.),SwedenJr,49,6,7,13,-4,12,0,0,0,0,0,0,1.1
2008,4,103,Edmonton Oilers,Johan Motin\motinjo01,SE,D,D,18,2010,2,Bofors (Sweden-2),Sweden2,1,0,0,0,-1,0,0,0,0,0,0,0,-0.1
2008,4,104,Buffalo Sabres,Jordon Southorn\southjo01,CA,D,D,18,2008,0,PEI (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,105,Carolina Hurricanes,Michal Jordan\jordami01,CZ,D,D,18,2016,8,Plymouth (OHL),OHL,79,3,4,7,-14,18,0,0,0,0,0,0,1.8
2008,4,106,San Jose Sharks,Harri Sateri\saterha01,FI,G,G,18,2018,10,Tappara Tampere Jr. (Finland-Jr.),FinlandJr,9,0,0,0,0,0,9,4,4,0,0.911,2.92,1.5
2008,4,107,Columbus Blue Jackets,Steven Delisle\delisst01,CA,D,D,18,2008,0,Gatineau (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,108,Calgary Flames,Nicholas Larson\larsoni02,US,LW,W,18,2008,0,Waterloo (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,109,Ottawa Senators,Andre Petersson\peteran02,SE,RW,W,18,2012,4,HV 71 Jonkoping Jr. (Sweden-Jr.),SwedenJr,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,110,Colorado Avalanche,Kelsey Tessier\tessike01,CA,C,C,18,2008,0,Quebec (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,111,New York Rangers,Dale Weise\weiseda01,CA,RW,W,20,2020,12,Swift Current (WHL),WHL,513,55,70,125,6,355,0,0,0,0,0,0,10.9
2008,4,112,New Jersey Devils,Matt Delahey\delahma01,CA,D,D,18,2008,0,Regina (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,113,Anaheim Ducks,Ryan Hegarty\hegarry01,US,D,D,18,2008,0,U.S. National U-18 (USNTDP),USNTDP,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,114,Calgary Flames,T.J. Brodie\broditj01,CA,D,D,18,2020,12,Saginaw (OHL),OHL,634,48,218,266,14,194,0,0,0,0,0,0,48.2
2008,4,115,Minnesota Wild,Sean Lorenz\lorense01,CA,D,D,18,2008,0,U.S. National U-18 (USNTDP),USNTDP,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,116,Montreal Canadiens,Jason Missiaen\missija01,CA,G,G,18,2008,0,Peterborough (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,117,Tampa Bay Lightning,James Wright\wrighja02,CA,C,C,18,2014,6,Vancouver (WCHL),WCHL,146,4,8,12,-19,64,0,0,0,0,0,0,-1.8
2008,4,118,Columbus Blue Jackets,Drew Olson\olsondr01,US,C,C,18,2008,0,Brainerd (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,119,Ottawa Senators,Derek Grant\grantde01,CA,C,C,18,2020,12,Langley (BCHL),BCHL,264,31,39,70,-18,85,0,0,0,0,0,0,4.8
2008,4,120,Pittsburgh Penguins,Nathan Moon\moonna01,CA,C,C,18,2008,0,Kingston (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,121,Detroit Red Wings,Gustav Nyquist\nyquigu01,SE,RW,W,19,2020,12,Malmo Jr. ( ),SwedenJr,570,146,202,348,8,144,0,0,0,0,0,0,38.5
2008,5,122,Tampa Bay Lightning,Dustin Tokarski\tokardu01,CA,G,G,18,2017,9,Spokane (WHL),WHL,34,0,2,2,0,2,34,10,12,5,0.904,2.84,4
2008,5,123,Los Angeles Kings,Andrei Loktionov\loktian01,RU,C,C,18,2014,6,Lokomotiv Yaroslavl 2 (Russia-3),Russia3,155,22,26,48,-6,22,0,0,0,0,0,0,4.7
2008,5,124,Atlanta Thrashers,Nicklas Lasu\lasuni01,SE,LW,W,18,2008,0,Vastra Frolunda Jr. ( ),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,125,St. Louis Blues,Kristofer Berglund\berglkr01,SE,D,D,20,2008,0,Bjorkloven (Sweden-2),Sweden2,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,126,New York Islanders,Kevin Poulin\poulike01,CA,G,G,18,2015,7,Victoriaville (QMJHL),QMJHL,50,0,1,1,0,0,50,18,25,3,0.899,3.07,6
2008,5,127,Columbus Blue Jackets,Matt Calvert\calvema01,CA,LW,W,18,2020,12,Brandon (WHL),WHL,548,95,105,200,-21,370,0,0,0,0,0,0,17.6
2008,5,128,Toronto Maple Leafs,Greg Pateryn\patergr01,US,D,D,18,2020,12,Ohio (USHL),USHL,267,4,35,39,-13,162,0,0,0,0,0,0,8.5
2008,5,129,Toronto Maple Leafs,Joel Champagne\champjo01,CA,C,C,18,2008,0,Chicoutimi (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,130,Toronto Maple Leafs,Jerome Flaake\flaakje01,DE,LW,W,18,2008,0,Koln (Germany),Germany,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,131,Vancouver Canucks,Prab Rai\raipr01,CA,C,C,18,2008,0,Seattle (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,132,Chicago Blackhawks,Teigan Zahn\zahnte01,CA,D,D,18,2008,0,Saskatoon (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,133,Edmonton Oilers,Philippe Cornet\corneph01,CA,LW,W,18,2012,4,Rimouski (QMJHL),QMJHL,2,0,1,1,0,0,0,0,0,0,0,0,0.1
2008,5,134,Buffalo Sabres,Jacob Lagace\lagacja01,CA,LW,W,18,2008,0,Chicoutimi (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,135,Columbus Blue Jackets,Tomas Kubalik\kubalto01,CZ,RW,W,18,2012,4,Plzen ( ),Czech,12,1,3,4,-6,6,0,0,0,0,0,0,0
2008,5,136,Nashville Predators,Taylor Stefishen\stefita01,CA,LW,W,18,2008,0,Langley (BCHL),BCHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,137,Columbus Blue Jackets,Brent Regner\regnebr01,CA,D,D,19,2016,8,Vancouver (WCHL),WCHL,7,0,0,0,-2,4,0,0,0,0,0,0,-0.1
2008,5,138,Montreal Canadiens,Maxim Trunev\trunema01,RU,RW,W,18,2008,0,Cherepovets 2 (Russia-3),Russia3,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,139,Ottawa Senators,Mark Borowiecki\borowma01,CA,D,D,19,2020,12,Smiths Falls (CJHL),CJHL,375,15,36,51,-11,647,0,0,0,0,0,0,10.5
2008,5,140,Colorado Avalanche,Mark Olver\olverma01,CA,C,C,20,2013,5,Northern Michigan (CCHA),NCAA,74,10,12,22,-7,39,0,0,0,0,0,0,1.9
2008,5,141,New York Rangers,Chris Doyle\doylech01,CA,C,C,18,2008,0,PEI (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,142,New Jersey Devils,Kory Nagy\nagyko01,CA,LW,W,18,2008,0,Oshawa (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,143,Anaheim Ducks,Stefan Warg\wargst01,SE,D,D,18,2008,0,Vasteras Jr. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,144,Washington Capitals,Joel Broda\brodajo01,CA,C,C,18,2008,0,Moose Jaw (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,145,Minnesota Wild,Eero Elo\eloee01,FI,LW,W,18,2008,0,Lukko Rauma Jr. (Finland-Jr.),FinlandJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,146,San Jose Sharks,Julien Demers\demerju01,CA,D,D,18,2008,0,Ottawa (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,147,Tampa Bay Lightning,Kyle DeCoste\decosky01,CA,RW,W,18,2008,0,Brampton (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,148,New York Islanders,Matt Martin\martima02,CA,LW,W,19,2020,12,Sarnia (OHL),OHL,692,61,70,131,-42,946,0,0,0,0,0,0,6.4
2008,5,149,Dallas Stars,Philip Larsen\larseph01,DK,D,D,18,2017,9,Vastra Frolunda (Sweden),Sweden,151,9,28,37,-9,46,0,0,0,0,0,0,6.8
2008,5,150,Pittsburgh Penguins,Alexander Pechurski\pechual01,RU,G,G,18,2010,2,Magnitogorsk 2 (Russia-3),Russia3,1,0,0,0,0,0,1,0,0,0,0.923,1.69,0.1
2008,5,151,Detroit Red Wings,Julien Cayer\cayerju01,CA,C,C,19,2008,0,Northwood School (High-NY),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,152,Tampa Bay Lightning,Mark Barberio\barbema01,CA,D,D,18,2020,12,Moncton (QMJHL),QMJHL,272,14,42,56,2,115,0,0,0,0,0,0,11.2
2008,6,153,Los Angeles Kings,Justin Azevedo\azeveju01,CA,C,C,20,2008,0,Kitchener (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,154,Atlanta Thrashers,Chris Carrozzi\carroch01,CA,G,G,18,2008,0,Mississauga St. Michael's (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,155,St. Louis Blues,Anthony Nigro\nigroan01,CA,C,C,18,2008,0,Guelph (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,156,New York Islanders,Jared Spurgeon\spurgja01,CA,D,D,18,2020,12,Spokane (WHL),WHL,653,82,198,280,50,114,0,0,0,0,0,0,58.9
2008,6,157,Columbus Blue Jackets,Cam Atkinson\atkinca01,US,RW,W,19,2020,12,Avon Old Farms (High-CT),High,571,198,170,368,33,142,0,0,0,0,0,0,46
2008,6,158,Toronto Maple Leafs,Grant Rollheiser\rollhgr01,CA,G,G,19,2008,0,Trail (BCHL),BCHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,159,Phoenix Coyotes,Brett Hextall\hextabr03,US,C,C,20,2008,0,Penticton (BCHL),BCHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,160,Tampa Bay Lightning,Luke Witkowski\witkolu01,US,D,D,18,2020,12,Ohio (USHL),USHL,131,2,11,13,-11,162,0,0,0,0,0,0,1.8
2008,6,161,Vancouver Canucks,Mats Froshaug\froshma01,NO,C,C,20,2008,0,Linkoping Jr. ( ),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,162,Chicago Blackhawks,Jonathan Carlsson\carlsjo02,SE,D,D,20,2008,0,Brynas Gavle (Sweden),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,163,Edmonton Oilers,Teemu Hartikainen\hartite01,FI,C,C,18,2013,5,Kalpa Kuopio Jr. (Finland-Jr.),FinlandJr,52,6,7,13,-10,16,0,0,0,0,0,0,0.5
2008,6,164,Buffalo Sabres,Nick Crawford\crawfni01,CA,D,D,18,2008,0,Saginaw (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,165,Carolina Hurricanes,Mike Murphy\murphmi02,CA,G,G,19,2012,4,Belleville (OHL),OHL,2,0,0,0,0,0,2,0,1,0,1,0,0.1
2008,6,166,Nashville Predators,Jeff Foss\fossje01,US,D,D,19,2008,0,RPI ( ),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,167,Colorado Avalanche,Joel Chouinard\chouijo01,CA,D,D,18,2008,0,Victoriaville (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,168,Calgary Flames,Ryley Grantham\grantry01,CA,C,C,20,2008,0,Moose Jaw (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,169,Chicago Blackhawks,Ben Smith\smithbe01,US,RW,W,20,2017,9,Boston College ( ),NCAA,237,29,25,54,-3,8,0,0,0,0,0,0,3.8
2008,6,170,Colorado Avalanche,Jonas Holos\holosjo01,NO,D,D,21,2011,3,Sarpsborg (Norway),Norway,39,0,6,6,-3,10,0,0,0,0,0,0,0.9
2008,6,171,New York Rangers,Mitch Gaulton\gaultmi01,CA,D,D,18,2008,0,Erie (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,172,New Jersey Devils,David Wohlberg\wohlbda01,US,C,C,18,2008,0,U.S. National U-18 (USNTDP),USNTDP,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,173,Boston Bruins,Nick Tremblay\trembni02,CA,C,C,20,2008,0,Smiths Falls (CJHL),CJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,174,Washington Capitals,Greg Burke\burkegr01,US,LW,W,18,2008,0,Jr. Monarchs (EJHL),EJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,175,New York Islanders,Justin Dibenedetto\dibenju01,CA,C,C,20,2011,3,Sarnia (OHL),OHL,8,0,1,1,-2,2,0,0,0,0,0,0,-0.1
2008,6,176,Dallas Stars,Matthew Tassone\tassoma01,CA,C,C,18,2008,0,Swift Current (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,177,San Jose Sharks,Tommy Wingels\wingeto01,US,C,C,20,2018,10,Miami (Ohio) (CCHA),NCAA,448,62,81,143,-39,254,0,0,0,0,0,0,11
2008,6,178,Philadelphia Flyers,Zac Rinaldo\rinalza01,CA,C,C,18,2020,12,Mississauga St. Michael's (OHL),OHL,370,18,24,42,-42,753,0,0,0,0,0,0,-0.6
2008,6,179,Chicago Blackhawks,Braden Birch\birchbr01,CA,D,D,18,2008,0,Oakville (OPJHL),OPJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,180,Pittsburgh Penguins,Patrick Killeen\killepa01,CA,G,G,18,2008,0,Brampton (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,181,Detroit Red Wings,Stephen Johnston\johnsst02,CA,LW,W,18,2008,0,Belleville (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,182,Tampa Bay Lightning,Matias Sointu\sointma01,FI,RW,W,18,2008,0,Ilves Tampere Jr. (Finland-Jr.),FinlandJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,183,Los Angeles Kings,Garrett Roe\roega01,US,LW,W,20,2008,0,St. Cloud State (WCHA),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,184,Atlanta Thrashers,Zach Redmond\redmoza01,US,D,D,20,2018,10,Ferris State (CCHA),NCAA,133,9,29,38,12,50,0,0,0,0,0,0,8.1
2008,7,185,St. Louis Blues,Paul Karpowich\karpopa01,CA,G,G,19,2008,0,Wellington (OPJHL),OPJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,186,San Jose Sharks,Jason Demers\demerja01,CA,D,D,20,2020,12,Victoriaville (QMJHL),QMJHL,658,45,165,210,35,381,0,0,0,0,0,0,43
2008,7,187,Columbus Blue Jackets,Sean Collins\collise02,CA,C,C,19,2016,8,Waywayseecappo (MJHL),MJHL,21,0,3,3,-2,10,0,0,0,0,0,0,-0.1
2008,7,188,Toronto Maple Leafs,Andrew MacWilliam\macwian01,CA,D,D,18,2015,7,Camrose (AJHL),AJHL,12,0,2,2,-6,12,0,0,0,0,0,0,-0.1
2008,7,189,Phoenix Coyotes,Tim Billingsley\billiti01,CA,D,D,18,2008,0,Mississauga St. Michael's (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,190,Florida Panthers,Matt Bartkowski\bartkma01,US,D,D,20,2019,11,Lincoln (USHL),USHL,255,8,40,48,-11,157,0,0,0,0,0,0,9.2
2008,7,191,Vancouver Canucks,Morgan Clark\clarkmo01,CA,G,G,18,2008,0,Red Deer (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,192,Chicago Blackhawks,Joe Gleason\gleasjo01,US,D,D,18,2008,0,Edina (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,193,Edmonton Oilers,Jordan Bendfeld\bendfjo01,CA,D,D,20,2008,0,Medicine Hat (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,194,San Jose Sharks,Drew Daniels\daniedr01,US,RW,W,19,2008,0,Kent School (High-CT),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,195,Carolina Hurricanes,Samuel Morneau\mornesa01,CA,LW,W,18,2008,0,Baie-Comeau (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,196,Philadelphia Flyers,Joacim Eriksson\eriksjo01,SE,G,G,18,2014,6,Brynas Gavle Jr. (Sweden-Jr.),SwedenJr,1,0,0,0,0,0,1,0,0,0,0.806,9.99,-0.2
2008,7,197,Boston Bruins,Mark Goggin\goggima01,US,C,C,18,2008,0,Choate-Rosemary (High-CT),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,198,Calgary Flames,Alexander Deilert\deileal01,SE,D,D,19,2008,0,Djurgarden Jr. ( ),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,199,Ottawa Senators,Emil Sandin\sandiem01,SE,LW,W,20,2008,0,Brynas Gavle (Sweden),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,200,Colorado Avalanche,Nathan Condon\condona01,US,C,C,18,2008,0,Wausau West (High-WI),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,201,Nashville Predators,Jani Lajunen\lajunja01,FI,C,C,18,2008,0,Blues Espoo Jr. (Finland-Jr.),FinlandJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,202,New Jersey Devils,Harry Young\youngha01,CA,D,D,18,2008,0,Windsor (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,203,Tampa Bay Lightning,David Carle\carleda01,US,D,D,18,2008,0,Shattuck-St. Mary's (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,204,Washington Capitals,Stefan Della Rovere\dellast01,CA,LW,W,18,2011,3,Barrie (OHL),OHL,7,0,0,0,0,11,0,0,0,0,0,0,-0.1
2008,7,205,New Jersey Devils,Jean-Sebastien Berube\berubje01,CA,LW,W,18,2008,0,Rouyn-Noranda (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,206,Montreal Canadiens,Patrick Johnson\johnspa01,US,LW,W,19,2008,0,Wisconsin (WCHA),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,207,Nashville Predators,Anders Lindback\lindban01,SE,G,G,20,2016,8,Almtuna (Sweden),Sweden,130,0,4,4,0,6,130,45,58,8,0.904,2.87,16.6
2008,7,208,Anaheim Ducks,Nick Pryor\pryorni01,US,D,D,18,2008,0,U.S. National U-18 (USNTDP),USNTDP,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,209,Dallas Stars,Mike Bergin\bergimi01,CA,D,D,20,2008,0,Smiths Falls (CJHL),CJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,210,Pittsburgh Penguins,Nick D'Agostino\dagosni01,CA,D,D,18,2008,0,St. Michael's (OPJHL),OPJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,211,Detroit Red Wings,Jesper Samuelsson\samueje01,SE,C,C,20,2008,0,Vita Hasten (Sweden),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,1,1,New York Islanders,John Tavares\tavarjo01,CA,C,C,18,2020,11,London (OHL),OHL,814,345,424,769,-30,365,0,0,0,0,0,0,90.9
2009,1,2,Tampa Bay Lightning,Victor Hedman\hedmavi01,SE,D,D,18,2020,11,MoDo Ornskoldsvik ( ),Sweden2,762,105,368,473,116,560,0,0,0,0,0,0,82.3
2009,1,3,Colorado Avalanche,Matt Duchene\duchema01,CA,C,C,18,2020,11,Brampton (OHL),OHL,793,245,344,589,-90,190,0,0,0,0,0,0,61.5
2009,1,4,Atlanta Thrashers,Evander Kane\kaneev01,CA,LW,W,18,2020,11,Vancouver (WCHL),WCHL,713,242,215,457,-66,946,0,0,0,0,0,0,50.7
2009,1,5,Los Angeles Kings,Brayden Schenn\schenbr01,CA,C,C,18,2020,11,Brandon (WHL),WHL,658,179,251,430,-16,357,0,0,0,0,0,0,46.1
2009,1,6,Phoenix Coyotes,Oliver Ekman-Larsson\ekmanol01,SE,D,D,18,2020,11,Leksand (Sweden-2),Sweden2,723,125,239,364,-92,450,0,0,0,0,0,0,64.9
2009,1,7,Toronto Maple Leafs,Nazem Kadri\kadrina01,CA,C,C,18,2020,11,London (OHL),OHL,612,180,213,393,-20,484,0,0,0,0,0,0,43.3
2009,1,8,Dallas Stars,Scott Glennie\glennsc01,CA,RW,W,18,2012,3,Brandon (WHL),WHL,1,0,0,0,0,2,0,0,0,0,0,0,0
